TGNR	has_bruker_maldi	code_count	codes	has_medianpeaks	csv_file_count	run_accession	sample_accession	experiment_accession	inferred_year	phylogroup	phylogroup_rough	best_mash_dist	ST	is_ST131	one_representative_per_case	papG_variant	amr_gene_count	amr_genes	amr_products	vitek_CIP_result	vitek_CTR_result	vitek_MER_result	vitek_NFT_result	vitek_FOT_result	mic_vitek_CIP	mic_vitek_CTR	mic_vitek_MER	mic_vitek_NFT	mic_vitek_FOT	etest_CIP_result	etest_CTR_result	mic_etest_CIP	mic_etest_CTR
113856-19	False	0		False	0	ERR10176632	SAMEA111330894	ERX9713101	2019	B1	B1	0.0079637	442	False	True	no papG	2	blaEC-18;tet(34)	class C extended-spectrum beta-lactamase EC-18;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
113912-19	False	0		False	0	ERR10176633	SAMEA111330895	ERX9713102	2019	B2-2	B2	0.00173271	73	False	True	no papG_papGII	2	blaEC-5;blaSHV-48	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase SHV-48	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
113998-19	False	0		False	0	ERR10176634	SAMEA111330896	ERX9713103	2019	B2-1	B2	0.00182567	131	True	True	no papG_papGII	7	aac(3)-IIe;ant(3'')-Ih/aac(6')-IId;blaCTX-M-15;blaEC-5;blaOXA-1;catB3;tet(A)	aminoglycoside N-acetyltransferase AAC(3)-IIe;bifunctional aminoglycoside nucleotidyltransferase ANT(3'')-Ih/aminoglycoside N-acetyltransferase AAC(6')-Iid;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-15;oxacillin-hydrolyzing class D beta-lactamase OXA-1;tetracycline efflux MFS transporter Tet(A);type B-3 chloramphenicol O-acetyltransferase CatB3	resistent	resistent	sensibel	NA	NA	>=4	>=64	<=0.25	NA	NA	NA	NA	NA	NA
114031-19	False	0		False	0	ERR10176635	SAMEA111330897	ERX9713104	2019	B2-2	B2	0.00243044	73	False	True	no papG_papGII_papGIII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
114158-19	False	0		False	0	ERR10176636	SAMEA111330898	ERX9713105	2019	B2-2	B2	0.00243044	73	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
114334-19	False	0		False	0	ERR10176637	SAMEA111330899	ERX9713106	2019	B1	B1	0.00705245	2521	False	True	no papG	2	blaEC-18;tet(34)	class C extended-spectrum beta-lactamase EC-18;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
114547-1-19	False	0		False	0	ERR10176638	SAMEA111330900	ERX9713107	2019	A	A	0.00405382	3572	False	True	no papG	2	blaEC-8;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)														
114547-2-19	False	0		False	0	ERR10176639	SAMEA111330901	ERX9713108	2019	A	A	0.00416334	3572	False	False	no papG	2	blaEC-8;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)														
114672-19	False	0		False	0	ERR10176640	SAMEA111330902	ERX9713109	2019	B2-2	B2	0.00218918	73	False	True	no papG_papGII	5	aadA1;blaEC-5;blaSHV-48;qacEdelta1;sul1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase SHV-48;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
114903-19	False	0		False	0	ERR10176641	SAMEA111330903	ERX9713110	2019	A	A	0.00442776	10	False	True	no papG	3	blaEC-8;tet(34);tet(A)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);tetracycline efflux MFS transporter Tet(A)	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
115038-19	False	0		False	0	ERR10176642	SAMEA111330904	ERX9713111	2019	D3	D	0.00385777	405	False	True	no papG	7	aph(3'')-Ib;aph(6)-Id;blaEC-8;floR;sul2;tet(34);tet(A)	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-8;chloramphenicol/florfenicol efflux MFS transporter FloR;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(A)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
115244-19	False	0		False	0	ERR10176643	SAMEA111330905	ERX9713112	2019	B2-2	B2	0.00910596	12	False	True	no papG_papGII	2	blaEC-5;blaTEM-40	cephalosporin-hydrolyzing class C beta-lactamase EC-5;inhibitor-resistant class A broad-spectrum beta-lactamase TEM-40	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
115309-18	True	0		True	4	ERR10176644	SAMEA111330906	ERX9713113	2018	B2-2	B2	0.0103689	1231	False	True	no papG_papGIII	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
115325-18	True	0		True	4	ERR10176645	SAMEA111330907	ERX9713114	2018	B2-2	B2	0.00201856	11974	False	True	no papG_papGII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
115366-18	True	0		True	4	ERR10176646	SAMEA111330908	ERX9713115	2018	D1	D	0.00582159	69	False	True	no papG	7	aph(3'')-Ib;aph(6)-Id;blaEC-8;blaTEM-1;dfrA8;sul2;tet(A)	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A broad-spectrum beta-lactamase TEM-1;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA8	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
115450-18	True	0		True	4	ERR10176647	SAMEA111330909	ERX9713116	2018	D1	D	0.00254403	69	False	True	no papG_papGII	1	blaEC-8	cephalosporin-hydrolyzing class C beta-lactamase EC-8	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
115672-18	True	0		True	4	ERR10176648	SAMEA111330910	ERX9713117	2018	B2-2	B2	0.00170888	73	False	True	no papG_papGII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
116096-18	True	0		True	4	ERR10176649	SAMEA111330911	ERX9713118	2018	D2	D	0.00489854	349	False	True	no papG	6	blaEC-8;blaTEM-1;dfrA7;qacEdelta1;sul1;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A broad-spectrum beta-lactamase TEM-1;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;trimethoprim-resistant dihydrofolate reductase DfrA7	resistent	sensibel	sensibel	NA	NA	>=4	<=1	<=0.25	NA	NA	NA	NA	NA	NA
116138-19	False	0		False	0	ERR10176650	SAMEA111330912	ERX9713119	2019	G	G	0.003951	117	False	True	no papG_papGIII	1	blaEC-8	cephalosporin-hydrolyzing class C beta-lactamase EC-8	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
116960-18	True	0		True	4	ERR10176651	SAMEA111330913	ERX9713120	2018	B1	B1	0.0100041	162	False	True	no papG_papGV	11	aadA5;aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;blaEC-18;blaTEM-1;catA1;dfrA17;sul2;tet(34);tet(B)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5;aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(3')-Ia;aminoglycoside O-phosphotransferase APH(6)-Id;class A broad-spectrum beta-lactamase TEM-1;class C extended-spectrum beta-lactamase EC-18;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(B);trimethoprim-resistant dihydrofolate reductase DfrA17;type A-1 chloramphenicol O-acetyltransferase	resistent	sensibel	sensibel	NA	NA	>=4	<=1	<=0.25	NA	NA	NA	NA	NA	NA
116961-18	True	0		True	4	ERR10176652	SAMEA111330914	ERX9713121	2018	B1	B1	0.00926554	162	False	False	no papG_papGV	2	blaEC-18;tet(34)	class C extended-spectrum beta-lactamase EC-18;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
116966-18	True	0		True	4	ERR10176653	SAMEA111330915	ERX9713122	2018	B1	B1	0.00928959	162	False	False	no papG_papGV	3	blaEC-18;tet(34);tet(B)	class C extended-spectrum beta-lactamase EC-18;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);tetracycline efflux MFS transporter Tet(B)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
116967-18	True	0		True	4	ERR10176654	SAMEA111330916	ERX9713123	2018	B1	B1	0.00925353	162	False	False	no papG_papGV	2	blaEC-18;tet(34)	class C extended-spectrum beta-lactamase EC-18;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
117050-18	True	0		True	4	ERR10176655	SAMEA111330917	ERX9713124	2018	B2-2	B2	0.011433	95	False	True	no papG_papGII	2	blaEC-5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
117243-18	True	0		True	4	ERR10176656	SAMEA111330918	ERX9713125	2018	B2-2	B2	0.0122326	95	False	True	no papG_papGII	4	blaEC-5;blaTEM-40;tet(34);tet(A)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;inhibitor-resistant class A broad-spectrum beta-lactamase TEM-40;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);tetracycline efflux MFS transporter Tet(A)	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
117301-18	True	0		True	4	ERR10176657	SAMEA111330919	ERX9713126	2018	D1	D	0.00344868	69	False	True	no papG_papGIV	2	blaEC-8;tet(B)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;tetracycline efflux MFS transporter Tet(B)	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
117315-18	True	0		True	4	ERR10176658	SAMEA111330920	ERX9713127	2018	B2-2	B2	0.00333188	73	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
117371-19	False	0		False	0	ERR10176659	SAMEA111330921	ERX9713128	2019	D1	D	0.0029178	69	False	True	no papG_papGII	1	blaEC-8	cephalosporin-hydrolyzing class C beta-lactamase EC-8	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
117378-18	False	0		False	0	ERR10176660	SAMEA111330922	ERX9713129	2018	D1	D	0.00231212	69	False	True	no papG	5	aph(3'')-Ib;aph(6)-Id;blaEC-8;blaTEM-1;sul2	aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;cephalosporin-hydrolyzing class C beta-lactamase EC-8;class A broad-spectrum beta-lactamase TEM-1;sulfonamide-resistant dihydropteroate synthase Sul2	resistent	sensibel	sensibel	NA	NA	>=4	<=1	<=0.25	NA	NA	NA	NA	NA	NA
117388-19	False	0		False	0	ERR10176661	SAMEA111330923	ERX9713130	2019	B2-1	B2	0.00164816	131	True	True	no papG	10	aadA5;ant(3'')-Ih/aac(6')-IId;blaCTX-M-15;blaEC-5;blaOXA-1;catB3;dfrA17;mph(A);qacEdelta1;sul1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5;Mph(A) family macrolide 2'-phosphotransferase;bifunctional aminoglycoside nucleotidyltransferase ANT(3'')-Ih/aminoglycoside N-acetyltransferase AAC(6')-Iid;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-15;oxacillin-hydrolyzing class D beta-lactamase OXA-1;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;trimethoprim-resistant dihydrofolate reductase DfrA17;type B-3 chloramphenicol O-acetyltransferase CatB3	resistent	resistent	sensibel	NA	NA	>=4	>=64	<=0.25	NA	NA	NA	NA	NA	NA
117412-18	True	0		True	4	ERR10176662	SAMEA111330924	ERX9713131	2018	B2-2	B2	0.00223825	73	False	True	no papG_papGII	3	aadA1;blaEC-5;blaSHV-1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase SHV-1	intermediär	sensibel	sensibel	NA	NA	=0.5	<=1	<=0.25	NA	NA	NA	NA	NA	NA
117416-18	True	0		True	4	ERR10176663	SAMEA111330925	ERX9713132	2018	B2-2	B2	0.0126725	14	False	True	no papG_papGII	2	blaEC-5;blaTEM-2	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase TEM-2	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
117670-18	True	0		True	4	ERR10176664	SAMEA111330926	ERX9713133	2018	B2-2	B2	0.0122233	95	False	False	no papG_papGII	4	blaEC-5;blaTEM-235;tet(34);tet(A)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A beta-lactamase TEM-235;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);tetracycline efflux MFS transporter Tet(A)	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
117680-19	False	0		False	0	ERR10176665	SAMEA111330927	ERX9713134	2019	F	F	0.0313964	3058	False	True	no papG	2	blaEC-8;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
117796-18	True	0		True	4	ERR10176666	SAMEA111330928	ERX9713135	2018	C	C	0.0063751	88	False	True	no papG_papGV	8	aadA1;blaEC-13;blaOXA-1;dfrA36;floR;qacEdelta1;sul1;sul2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;chloramphenicol/florfenicol efflux MFS transporter FloR;class C extended-spectrum beta-lactamase EC-13;oxacillin-hydrolyzing class D beta-lactamase OXA-1;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;sulfonamide-resistant dihydropteroate synthase Sul2;trimethoprim-resistant dihydrofolate reductase DfrA36	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
118504-18	True	0		True	4	ERR10176667	SAMEA111330929	ERX9713136	2018	B2-1	B2	0.00495268	131	True	True	no papG_papGIII	3	blaEC-5;blaTEM-40;tet(A)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;inhibitor-resistant class A broad-spectrum beta-lactamase TEM-40;tetracycline efflux MFS transporter Tet(A)	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
118557-18	True	0		True	4	ERR10176668	SAMEA111330930	ERX9713137	2018	B2-1	B2	0.0013349	131	True	True	no papG_papGII	14	aadA5;ant(3'')-Ih/aac(6')-IId;aph(3'')-Ib;aph(6)-Id;blaCTX-M-15;blaEC-5;blaOXA-1;catB3;dfrA17;mph(A);qacEdelta1;sul1;sul2;tet(A)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5;Mph(A) family macrolide 2'-phosphotransferase;aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;bifunctional aminoglycoside nucleotidyltransferase ANT(3'')-Ih/aminoglycoside N-acetyltransferase AAC(6')-Iid;cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A extended-spectrum beta-lactamase CTX-M-15;oxacillin-hydrolyzing class D beta-lactamase OXA-1;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(A);trimethoprim-resistant dihydrofolate reductase DfrA17;type B-3 chloramphenicol O-acetyltransferase CatB3	resistent	resistent	sensibel	NA	NA	>=4	>=64	<=0.25	NA	NA	NA	NA	NA	NA
118609-19	False	0		False	0	ERR10176669	SAMEA111330931	ERX9713138	2019	B2-2	B2	0.00207795	73	False	True	no papG_papGII	3	blaEC-5;blaTEM-1;tet(B)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;class A broad-spectrum beta-lactamase TEM-1;tetracycline efflux MFS transporter Tet(B)	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
118620-19	False	0		False	0	ERR10176670	SAMEA111330932	ERX9713139	2019	A	A	0.0103478	NF*?	False	True	no papG	2	blaEC-15;tet(34)	class C extended-spectrum beta-lactamase EC-15;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
118630-18	False	0		False	0	ERR10176671	SAMEA111330933	ERX9713140	2018	B2-2	B2	0.0121033	95	False	True	no papG_papGII	3	blaEC-5;dfrA5;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);trimethoprim-resistant dihydrofolate reductase DfrA5	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
118653-18	True	0		True	4	ERR10176672	SAMEA111330934	ERX9713141	2018	B2-2	B2	0.00206713	73	False	True	no papG_papGII	4	aadA1;blaEC-5;qacEdelta1;sul1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;cephalosporin-hydrolyzing class C beta-lactamase EC-5;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
118708-18	True	0		True	4	ERR10176673	SAMEA111330935	ERX9713142	2018	B2-2	B2	0.00167981	73	False	True	no papG_papGII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
118828-18	True	0		True	7	ERR10176674	SAMEA111330936	ERX9713143	2018	F	F	0.0178371	59	False	True	no papG	2	blaEC-19;tet(34)	class C extended-spectrum beta-lactamase EC-19;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
119159-19	False	0		False	0	ERR10176675	SAMEA111330937	ERX9713144	2019	B2-2	B2	0.0023478	NF*	False	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
119192-19	False	0		False	0	ERR10176676	SAMEA111330938	ERX9713145	2019	B1	B1	0.00928959	641	False	True	no papG	3	blaEC-13;floR;tet(34)	chloramphenicol/florfenicol efflux MFS transporter FloR;class C extended-spectrum beta-lactamase EC-13;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
119210-19	False	0		False	0	ERR10176677	SAMEA111330939	ERX9713146	2019	A	A	0.0128005	607	False	True	no papG	2	blaEC-15;tet(34)	class C extended-spectrum beta-lactamase EC-15;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
119247-18	True	0		True	4	ERR10176678	SAMEA111330940	ERX9713147	2018	B2-2	B2	0.0101543	127	False	True	no papG_papGIII	7	aadA1;blaEC-5;catA1;dfrA1;qacEdelta1;sul1;tet(B)	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;cephalosporin-hydrolyzing class C beta-lactamase EC-5;quaternary ammonium compound efflux SMR transporter QacE delta 1;sulfonamide-resistant dihydropteroate synthase Sul1;tetracycline efflux MFS transporter Tet(B);trimethoprim-resistant dihydrofolate reductase DfrA1;type A-1 chloramphenicol O-acetyltransferase	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
119247-19	False	0		False	0	ERR10176679	SAMEA111330941	ERX9713148	2019	D1	D	0.010314	394	False	True	no papG	7	aadA1;aph(3'')-Ib;aph(6)-Id;blaEC-8;dfrA1;estX/sat2;sul2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1;aminoglycoside O-phosphotransferase APH(3'')-Ib;aminoglycoside O-phosphotransferase APH(6)-Id;bifunctional putative esterase EstX/streptothricin N-acetyltransferase Sat1;cephalosporin-hydrolyzing class C beta-lactamase EC-8;sulfonamide-resistant dihydropteroate synthase Sul2;trimethoprim-resistant dihydrofolate reductase DfrA1	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
119436-19	False	0		False	0	ERR10176680	SAMEA111330942	ERX9713149	2019	B2-2	B2	0.00885328	2015	False	True	no papG_papGIII	1	blaEC-19	class C extended-spectrum beta-lactamase EC-19	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
119761-19	False	0		False	0	ERR10176681	SAMEA111330943	ERX9713150	2019	A	A	0.00536889	1415	False	True	no papG	2	blaEC-8;tet(34)	cephalosporin-hydrolyzing class C beta-lactamase EC-8;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34)	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
119812-18	True	0		True	4	ERR10176682	SAMEA111330944	ERX9713151	2018	B2-2	B2	0.00199702	73	False	True	no papG_papGII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
120125-18	True	0		True	4	ERR10176683	SAMEA111330945	ERX9713152	2018	B2-1	B2	0.000865869	131	True	True	no papG	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	resistent	sensibel	sensibel	NA	NA	>=4	<=1	<=0.25	NA	NA	NA	NA	NA	NA
120434-18	False	0		False	0	ERR10176684	SAMEA111330946	ERX9713153	2018	B2-2	B2	0.00258299	73	False	True	no papG_papGII_papGIII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
120507-18	True	0		True	4	ERR10176685	SAMEA111330947	ERX9713154	2018	B2-2	B2	0.00943854	537	False	True	no papG_papGIII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
120569-18	True	0		True	4	ERR10176686	SAMEA111330948	ERX9713155	2018	B2-2	B2	0.0105304	95	False	True	no papG_papGII	1	blaEC-5	cephalosporin-hydrolyzing class C beta-lactamase EC-5	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
120626-19	False	0		False	0	ERR10176687	SAMEA111330949	ERX9713156	2019	B2-2	B2	0.0119291	95?	False	True	no papG_papGII	4	blaEC-5;sul2;tet(34);tet(B)	cephalosporin-hydrolyzing class C beta-lactamase EC-5;oxytetracycline resistance phosphoribosyltransferase domain-containing protein Tet(34);sulfonamide-resistant dihydropteroate synthase Sul2;tetracycline efflux MFS transporter Tet(B)	sensibel	sensibel	sensibel	NA	NA	<=0.25	<=1	<=0.25	NA	NA	NA	NA	NA	NA
