site,drug,stratum_type,stratum_value,n,n_r,n_s,auc,mean_prob_r,mean_prob_s,adequacy_label,interpretation
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Cefepime=S,7,1,6,0.166667,0.130684,0.373029,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Cefepime=U,3,0,3,,,0.152337,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=R,4,4,0,,0.0466459,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=S,4,4,0,,0.199207,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Cefepime=U,1,1,0,,0.504448,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=R,2,0,2,,,0.29082,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=S,68,3,65,0.502564,0.178686,0.207532,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=U|Cefepime=S,2,2,0,,0.133964,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Cefepime=R,6,4,2,0.625,0.311322,0.106134,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,284,0,284,,,0.233224,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Cefepime=S,3,0,3,,,0.482171,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Cefepime=S,2,0,2,,,0.617244,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=S,4,0,4,,,0.277198,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Cefepime=U,12,0,12,,,0.440573,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Cefepime=S,6,0,6,,,0.35842,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CAZ,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Cefepime=U,6,0,6,,,0.439594,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,background_resistance_burden,0,555,5,550,0.716364,0.531605,0.303818,interpretable,signal_retained_in_stratum
DRIAMS-C,CRO,background_resistance_burden,1,128,8,120,0.4375,0.225693,0.319665,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,CRO,background_resistance_burden,2,127,57,70,0.422055,0.393744,0.474322,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,CRO,background_resistance_burden,3,48,25,23,0.474783,0.511547,0.543132,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,CRO,background_resistance_burden,4,23,21,2,0.309524,0.406004,0.521026,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,background_resistance_burden,5,32,32,0,,0.653921,,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,CRO,background_resistance_burden_bin,multi,230,135,95,0.486862,0.479138,0.491964,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,CRO,background_resistance_burden_bin,none,555,5,550,0.716364,0.531605,0.303818,interpretable,signal_retained_in_stratum
DRIAMS-C,CRO,background_resistance_burden_bin,single,128,8,120,0.4375,0.225693,0.319665,interpretable,weak_or_reversed_in_stratum
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=R,32,32,0,,0.653921,,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=S,2,0,2,,,0.521026,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=U,1,1,0,,0.0818959,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=R,1,1,0,,0.810128,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=S,6,0,6,,,0.656121,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=U,14,0,14,,,0.530172,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=R,8,8,0,,0.346905,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=U,1,1,0,,0.902096,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,7,5,2,0.9,0.683675,0.251532,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=U,44,0,44,,,0.506306,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftazidime=U|Cefepime=S,1,1,0,,0.37413,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftazidime=U|Cefepime=U,1,1,0,,0.891018,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=R,11,11,0,,0.44171,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=U,1,1,0,,0.245881,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=R,3,0,3,,,0.377632,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=S,18,0,18,,,0.444698,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=R,15,15,0,,0.726332,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,21,0,21,,,0.483198,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=R|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=U|Cefepime=U,1,1,0,,0.4869,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=R,4,4,0,,0.111178,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=S,15,14,1,0.0,0.167742,0.73686,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=U,5,5,0,,0.354956,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=R,2,2,0,,0.347139,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=S,7,0,7,,,0.366096,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=U,21,0,21,,,0.242057,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftazidime=U|Cefepime=S,4,0,4,,,0.129955,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=R,20,20,0,,0.471163,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=S,2,2,0,,0.200851,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=U,3,3,0,,0.187226,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,26,5,21,0.771429,0.531605,0.231476,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=U,204,0,204,,,0.256625,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=S|Amoxicillin-Clavulanic acid=U|Ceftazidime=S|Cefepime=U,3,0,3,,,0.267362,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=R,4,4,0,,0.075253,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=S,7,4,3,0.5,0.308786,0.281045,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=R|Cefepime=U,1,1,0,,0.658631,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=R,2,0,2,,,0.418722,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=S,65,0,65,,,0.286251,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=R|Cefepime=R,4,4,0,,0.406345,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=R,2,2,0,,0.177633,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,284,0,284,,,0.316433,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=S|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftazidime=S|Cefepime=S,3,0,3,,,0.570644,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftazidime=S|Cefepime=S,2,0,2,,,0.720292,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=S,4,0,4,,,0.381058,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftazidime=S|Cefepime=U,12,0,12,,,0.560457,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftazidime=S|Cefepime=S,6,0,6,,,0.457462,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftazidime=S|Cefepime=U,6,0,6,,,0.568437,underpowered_low_n,do_not_overinterpret
DRIAMS-C,CRO,exact_background_signature,Ciprofloxacin=U|Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftazidime=U|Cefepime=S,7,0,7,,,0.44303,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,background_resistance_burden,0,542,21,521,0.686135,0.555112,0.389392,interpretable,signal_retained_in_stratum
DRIAMS-C,Cipro,background_resistance_burden,1,169,65,104,0.737426,0.61986,0.376198,interpretable,signal_retained_in_stratum
DRIAMS-C,Cipro,background_resistance_burden,2,45,30,15,0.72,0.657406,0.44343,interpretable,signal_retained_in_stratum
DRIAMS-C,Cipro,background_resistance_burden,3,69,19,50,0.818947,0.763413,0.443247,interpretable,signal_retained_in_stratum
DRIAMS-C,Cipro,background_resistance_burden,4,29,21,8,0.922619,0.551149,0.15465,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,background_resistance_burden,5,32,32,0,,0.757928,,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,Cipro,background_resistance_burden_bin,multi,175,102,73,0.76672,0.686812,0.411658,interpretable,signal_retained_in_stratum
DRIAMS-C,Cipro,background_resistance_burden_bin,none,542,21,521,0.686135,0.555112,0.389392,interpretable,signal_retained_in_stratum
DRIAMS-C,Cipro,background_resistance_burden_bin,single,169,65,104,0.737426,0.61986,0.376198,interpretable,signal_retained_in_stratum
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,32,32,0,,0.757928,,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,1,1,0,,0.232934,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=S|Cefepime=R,1,1,0,,0.915242,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,2,2,0,,0.613222,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,6,6,0,,0.756304,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,14,14,0,,0.607427,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,8,8,0,,0.515035,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,1,1,0,,0.96486,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,5,5,0,,0.771712,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U|Cefepime=S,1,1,0,,0.530293,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U|Cefepime=U,1,1,0,,0.963016,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,2,2,0,,0.462125,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=R|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,44,44,0,,0.667702,,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,4,0,4,,,0.194252,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,14,0,14,,,0.209715,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,5,0,5,,,0.516957,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=S|Cefepime=R,2,0,2,,,0.401684,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,1,0,1,,,0.849164,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,7,0,7,,,0.476965,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,21,0,21,,,0.373941,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=U|Cefepime=S,4,0,4,,,0.219003,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,20,0,20,,,0.556905,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,2,0,2,,,0.459467,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,3,0,3,,,0.477064,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S|Cefepime=S,5,0,5,,,0.587993,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,21,0,21,,,0.316294,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,204,0,204,,,0.375589,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=R|Cefepime=S,1,0,1,,,0.234615,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=S|Cefepime=S,6,0,6,,,0.534551,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=S|Ceftriaxone=U|Ceftazidime=U|Cefepime=R,1,0,1,,,0.105133,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=S|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=U,3,0,3,,,0.463518,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,15,11,4,0.977273,0.573243,0.115049,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=S,4,0,4,,,0.466011,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=U,2,1,1,0.0,0.339795,0.638038,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=R|Cefepime=S,3,0,3,,,0.375192,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=R,5,3,2,0.5,0.442832,0.456379,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,83,18,65,0.642735,0.525396,0.365806,interpretable,signal_retained_in_stratum
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=R|Ceftriaxone=U|Ceftazidime=R|Cefepime=S,2,0,2,,,0.273383,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,19,15,4,0.833333,0.798249,0.549504,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=S|Cefepime=R,2,0,2,,,0.433532,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=R|Ceftazidime=U|Cefepime=U,1,1,0,,0.530628,,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=S|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,305,21,284,0.677565,0.555112,0.397905,interpretable,signal_retained_in_stratum
DRIAMS-C,Cipro,exact_background_signature,Norfloxacin=U|Amoxicillin-Clavulanic acid=U|Ceftriaxone=S|Ceftazidime=S|Cefepime=S,3,0,3,,,0.669275,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,background_resistance_burden,0,234,0,234,,,0.372959,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,Norflox,background_resistance_burden,1,85,46,39,0.779264,0.681926,0.388525,interpretable,signal_retained_in_stratum
DRIAMS-C,Norflox,background_resistance_burden,2,33,27,6,0.67284,0.69202,0.554816,interpretable,signal_retained_in_stratum
DRIAMS-C,Norflox,background_resistance_burden,3,44,3,41,0.788618,0.740164,0.416642,interpretable,signal_retained_in_stratum
DRIAMS-C,Norflox,background_resistance_burden,4,14,10,4,0.875,0.537962,0.159013,underpowered_low_n,do_not_overinterpret
DRIAMS-C,Norflox,background_resistance_burden,5,32,32,0,,0.776246,,underpowered_low_susceptible,do_not_overinterpret
DRIAMS-C,Norflox,background_resistance_burden_bin,multi,123,72,51,0.766068,0.710063,0.412691,interpretable,signal_retained_in_stratum
DRIAMS-C,Norflox,background_resistance_burden_bin,none,234,0,234,,,0.372959,underpowered_low_resistant,do_not_overinterpret
DRIAMS-C,Norflox,background_resistance_burden_bin,single,85,46,39,0.779264,0.681926,0.388525,interpretable,signal_retained_in_stratum
DRIAMS-C,Norflox,exact_background_signature,Ciprofloxacin=R|Amoxicillin-Clavulanic acid=R|Ceftriaxone=R|Ceftazidime=R|Cefepime=R,32,32,0,,0.776246,,underpowered_low_susceptible,do_not_overinterpret
